0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1670,1665,1773,1858,1827,1827,1893,1970,1973,2009,2213,2213,2213,2213,2213,2009,1973,1970,1893,1827,1827,1858,1773,1665,1670,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1680,1677,1831,1787,1827,1784,1890,1966,1970,1973,2009,2009,2009,2009,2009,1973,1970,1966,1890,1784,1827,1787,1831,1677,1680,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1754,1664,1842,1773,1787,1867,1801,1893,1966,1970,1973,1973,1973,1973,1973,1970,1966,1893,1801,1867,1787,1773,1842,1664,1754,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1757,1670,1542,1819,1858,1827,1827,1890,1893,1966,1970,1970,1970,1970,1970,1966,1893,1890,1827,1827,1858,1819,1542,1670,1757,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1781,1653,1665,1773,1787,1787,1867,1827,1890,1893,1966,1966,1966,1966,1966,1893,1890,1827,1867,1787,1787,1773,1665,1653,1781,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1670,1677,1842,1801,1801,1827,1784,1801,1890,1893,1893,1893,1893,1893,1890,1801,1784,1827,1801,1801,1842,1677,1670,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1664,1610,1842,1819,1858,1827,1867,1827,1801,1890,1890,1890,1890,1890,1801,1827,1867,1827,1858,1819,1842,1610,1664,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1754,1653,1542,1773,1787,1787,1827,1784,1827,1801,1801,1801,1801,1801,1827,1784,1827,1787,1787,1773,1542,1653,1754,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1757,1653,1665,1831,1773,1801,1827,1867,1784,1827,1827,1827,1827,1827,1784,1867,1827,1801,1773,1831,1665,1653,1757,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1757,1658,1677,1842,1819,1858,1787,1827,1867,1784,1784,1784,1784,1784,1867,1827,1787,1858,1819,1842,1677,1658,1757,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1781,1664,1610,1841,1773,1787,1801,1827,1827,1867,1867,1867,1867,1867,1827,1827,1801,1787,1773,1841,1610,1664,1781,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1680,1653,1542,1831,1773,1858,1787,1827,1827,1827,1827,1827,1827,1827,1787,1858,1773,1831,1542,1653,1680,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1754,1670,1665,1842,1819,1787,1858,1787,1827,1827,1827,1827,1827,1787,1858,1787,1819,1842,1665,1670,1754,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1757,1653,1677,1842,1773,1801,1787,1801,1787,1787,1787,1787,1787,1801,1787,1801,1773,1842,1677,1653,1757,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1757,1670,1610,1542,1831,1819,1801,1858,1801,1801,1801,1801,1801,1858,1801,1819,1831,1542,1610,1670,1757,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1781,1664,1653,1665,1842,1773,1773,1787,1858,1858,1858,1858,1858,1787,1773,1773,1842,1665,1653,1664,1781,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1664,1670,1689,1842,1831,1819,1801,1787,1787,1787,1787,1787,1801,1819,1831,1842,1689,1670,1664,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1680,1653,1677,1542,1842,1773,1773,1801,1801,1801,1801,1801,1773,1773,1842,1542,1677,1653,1680,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1757,1670,1664,1665,1842,1831,1819,1773,1773,1773,1773,1773,1819,1831,1842,1665,1664,1670,1757,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1754,1664,1653,1689,1841,1842,1773,1819,1819,1819,1819,1819,1773,1842,1841,1689,1653,1664,1754,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
